,ts,code,method,isPractical,majorForCourse,fstMajor,secMajor,status,gender,enterDate,m_suitable,m_comfort,m_feedback,m_boring,m_valuable,m_selfEval,m_satisfaction,m_helpful,m_timeManage,m_ta,m_share,m_discuss,m_activity,m_concentrate,m_sameMethod,emo_miss,emo_isolated,emo_anx,emo_worse,emo_meet,emo_relationship,emo_optim,cop_music,cop_walk,cop_media,cop_creative,cop_sports,cop_game,cop_sns,cop_talk,cop_sleep,cop_drink,cop_alcohol,cop_group,covidClassType,live_home,live_library,live_cafe,live_bus,rec_home,rec_library,rec_cafe,rec_bus,env_home,env_tool,env_platform,env_disturb,env_library,env_cafe,env_group,env_alone
151,2022-03-28 16:06:23.775,BUS2006,Prerecorded lectures,Yes,Business/economics related,HASS,Business/economics related,Full time student in South Korea,Male,I started university BEFORE 2020.,Strongly agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Neutral,Strongly agree,Neutral,Disagree,Strongly disagree,Agree,Agree,Agree,Disagree,Neutral,Disagree,Neutral,Agree,Neutral,Agree,Disagree,Neutral,Disagree,Strongly disagree,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly disagree,Strongly disagree,Neutral,Agree,"Live Online , Pre-recorded lectures , Offline",Mostly true,Sometimes true,Very true,Not at all true,Very true,Very true,Very true,Not at all true,Agree,Strongly Agree,Neutral,Disagree,Agree,Agree,Agree,Agree
152,2022-03-28 18:03:33.592,CHY2002,Prerecorded lectures,No,Physics/Chemistry/Biology/Natural Sciences,STEM,None,Full time student in South Korea,Female,I started university in 2020 or later.,Strongly agree,Agree,Strongly agree,Neutral,Strongly agree,Agree,Strongly agree,Agree,Neutral,Disagree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Disagree,Neutral,Disagree,Strongly disagree,Neutral,Neutral,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,"Live Online , Pre-recorded lectures , Offline , Flipped course",Very true,Mostly true,Sometimes true,Not at all true,Very true,Very true,Very true,Sometimes true,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly disagree
153,2022-03-28 18:17:39.446,SOC4010,Live Online,Yes,Data science/AI/CS/Computing-related,STEM,None,Full time student in South Korea,Male,I started university in 2020 or later.,Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Disagree,Disagree,Neutral,Disagree,Agree,Agree,Neutral,Agree,Disagree,Disagree,Agree,Agree,Neutral,Neutral,Strongly disagree,Strongly disagree,Neutral,"Live Online , Pre-recorded lectures , Offline , Flipped course",Mostly true,A little true,Not at all true,Not at all true,Very true,Very true,Not at all true,Not at all true,Agree,Agree,Agree,Agree,Neutral,Disagree,Disagree,Disagree
154,2022-03-28 18:44:20.854,SFC6000,Live Online,Yes,Engineering (not computing-related),STEM,None,Full time student in South Korea,Male,I started university BEFORE 2020.,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Agree,Disagree,Strongly disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Disagree,"Live Online , Pre-recorded lectures , Flipped course",Very true,A little true,Sometimes true,Not at all true,Mostly true,Mostly true,Sometimes true,Not at all true,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly disagree,Strongly Agree
155,2022-03-28 20:15:09.027,EEE2009,Flipped course,No,Engineering (not computing-related),STEM,None,Full time student in South Korea,Female,I started university BEFORE 2020.,Strongly disagree,Strongly disagree,Neutral,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Agree,Strongly Agree,Neutral,Agree,Agree,Agree,Disagree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Strongly disagree,Neutral,Neutral,"Live Online , Pre-recorded lectures , Offline , Flipped course",Very true,Sometimes true,Sometimes true,Not at all true,Sometimes true,Mostly true,Mostly true,A little true,Agree,Strongly Agree,Neutral,Neutral,Agree,Agree,Agree,Neutral
156,2022-03-30 14:49:02.692,GEDG001,Offline,Yes,Literature & Language,HASS,None,Full time student in South Korea,Female,I started university in 2020 or later.,Strongly agree,Agree,Disagree,Neutral,Disagree,Agree,Disagree,Agree,Agree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Strongly disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly disagree,Strongly disagree,"Live Online , Pre-recorded lectures , Offline",Mostly true,A little true,Sometimes true,Not at all true,Very true,Mostly true,Mostly true,Sometimes true,Neutral,Agree,Agree,Agree,Disagree,Agree,Neutral,Disagree
157,2022-03-30 14:49:37.549,GEDG001,Offline,Yes,Literature & Language,HASS,None,Full time student in South Korea,Female,I started university in 2020 or later.,Neutral,Disagree,Neutral,Agree,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Strongly Agree,Neutral,Disagree,Disagree,Neutral,Disagree,Strongly Agree,Neutral,Agree,Disagree,"Live Online , Pre-recorded lectures , Offline , Flipped course",Mostly true,Sometimes true,Mostly true,A little true,Mostly true,Sometimes true,Mostly true,A little true,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral
158,2022-03-30 16:39:20.826,FRE3037,Flipped course,No,Literature & Language,HASS,Business/economics related,Full time student in South Korea,Female,I started university in 2020 or later.,Agree,Agree,Strongly disagree,Disagree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Disagree,Neutral,Agree,Disagree,Disagree,Neutral,Neutral,Strongly Agree,Agree,Neutral,Disagree,Neutral,Agree,Neutral,Agree,Agree,Strongly disagree,Strongly disagree,Disagree,"Live Online , Pre-recorded lectures , Offline , Flipped course",Very true,A little true,Sometimes true,Not at all true,Very true,Sometimes true,Mostly true,A little true,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Neutral,Neutral,Disagree
159,2022-04-04 17:52:57.035,None,Prerecorded lectures,No,Mathematics/Statistics,STEM,Education or education-related,Full time student in South Korea,Male,I started university BEFORE 2020.,Disagree,Neutral,Agree,Neutral,Strongly agree,Agree,Agree,Strongly agree,Disagree,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Disagree,Strongly disagree,Agree,Neutral,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly disagree,Strongly Agree,Agree,Agree,Disagree,Neutral,Strongly Agree,Agree,"Live Online , Pre-recorded lectures , Offline",Very true,Not at all true,Not at all true,Not at all true,Mostly true,Mostly true,Mostly true,Not at all true,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly disagree,Agree,Neutral,Agree
160,2022-04-05 21:18:43.839,UNKNOWN,Flipped course,Yes,Data science/AI/CS/Computing-related,Hybrid/Unclear,None,Other,Female,I started university BEFORE 2020.,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,"Live Online , Pre-recorded lectures , Offline , Flipped course",Very true,Very true,Sometimes true,Not at all true,A little true,Mostly true,Very true,Not at all true,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree
161,2022-04-05 22:02:07.011,BIZ2022,Prerecorded lectures,No,Business/economics related,Hybrid/Unclear,None,Full time student in South Korea,Female,I started university in 2020 or later.,Agree,Strongly agree,Disagree,Strongly agree,Agree,Disagree,Disagree,Disagree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Agree,Disagree,Strongly agree,Disagree,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Disagree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly disagree,Strongly disagree,Strongly disagree,"Live Online , Pre-recorded lectures , Offline , Flipped course",Very true,Not at all true,A little true,Not at all true,Very true,Not at all true,Very true,Sometimes true,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly disagree,Agree,Neutral,Strongly disagree
162,2022-04-06 14:44:31.296,BUS2006,Live Online,No,Business/economics related,Hybrid/Unclear,None,Full time student in South Korea,Female,I started university in 2020 or later.,Disagree,Disagree,Neutral,Strongly agree,Neutral,Disagree,Disagree,Disagree,Agree,Neutral,Disagree,Disagree,Strongly agree,Strongly disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Neutral,Neutral,Agree,Agree,Agree,Disagree,Strongly disagree,Disagree,Agree,Agree,Neutral,Strongly Agree,Agree,Neutral,Strongly disagree,"Live Online , Pre-recorded lectures , Offline",Mostly true,Mostly true,A little true,Not at all true,Mostly true,Mostly true,A little true,Not at all true,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly disagree,Agree,Strongly disagree
163,2022-04-06 14:44:36.162,BUS2006,Live Online,No,Business/economics related,Hybrid/Unclear,None,Full time student in South Korea,Female,I started university in 2020 or later.,Disagree,Neutral,Neutral,Neutral,Disagree,Disagree,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Strongly Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,"Live Online , Pre-recorded lectures , Flipped course",Very true,Mostly true,Very true,Sometimes true,Very true,Very true,Very true,Sometimes true,Agree,Agree,Agree,Disagree,Neutral,Agree,Agree,Agree
164,2022-04-06 14:54:48.755,ECO2001,Prerecorded lectures,No,Business/economics related,HASS,None,Full time student in South Korea,Male,I started university BEFORE 2020.,Agree,Agree,Agree,Neutral,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Disagree,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Disagree,Neutral,Agree,"Pre-recorded lectures , Flipped course",None,None,None,None,Very true,Sometimes true,Not at all true,Not at all true,Strongly Agree,Agree,Agree,Strongly disagree,Disagree,Strongly disagree,Disagree,Strongly Agree
165,2022-04-06 17:23:22.039,GEDG012,Live Online,No,Humanities,Hybrid/Unclear,None,Full time student in South Korea,Female,I started university BEFORE 2020.,Agree,Neutral,Strongly disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Agree,Neutral,Strongly disagree,Agree,Strongly disagree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Strongly Agree,Neutral,Strongly disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Disagree,Neutral,Strongly disagree,"Live Online , Pre-recorded lectures , Offline , Flipped course",Mostly true,Not at all true,Sometimes true,Not at all true,Sometimes true,A little true,Very true,Not at all true,Agree,Strongly Agree,Strongly Agree,Agree,Strongly disagree,Strongly Agree,Strongly Agree,Strongly disagree
166,2022-04-06 17:23:40.129,GEDG012,Live Online,No,Literature & Language,Hybrid/Unclear,None,Full time student in South Korea,Male,I started university BEFORE 2020.,Disagree,Neutral,Agree,Neutral,Strongly agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Disagree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Neutral,Strongly disagree,Neutral,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Disagree,Strongly disagree,"Live Online , Pre-recorded lectures , Offline , Flipped course",Very true,Mostly true,A little true,Not at all true,Mostly true,Mostly true,Mostly true,Not at all true,Strongly Agree,Strongly Agree,Strongly Agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree
167,2022-04-06 17:25:18.275,GBA2005,Live Online,No,Literature & Language,HASS,None,Full time student in South Korea,Female,I started university in 2020 or later.,Neutral,Disagree,Disagree,Neutral,Neutral,Strongly disagree,Neutral,Disagree,Agree,Strongly agree,Agree,Neutral,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly Agree,Agree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Neutral,Live Online,Very true,A little true,Very true,Not at all true,None,None,None,None,Disagree,Strongly Agree,Strongly Agree,Strongly disagree,Agree,Strongly disagree,Neutral,Strongly disagree
168,2022-04-06 17:31:56.093,GEDG029,Prerecorded lectures,Yes,Education or education-related,Hybrid/Unclear,None,Full time student in South Korea,Female,I started university in 2020 or later.,Neutral,Agree,Neutral,Disagree,Strongly agree,Agree,Agree,Strongly agree,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Strongly agree,Agree,Agree,Strongly disagree,Neutral,Agree,Neutral,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly disagree,Strongly disagree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly disagree,"Live Online , Pre-recorded lectures , Offline , Flipped course",Very true,Mostly true,Very true,Not at all true,Very true,Very true,Very true,Not at all true,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly disagree
169,2022-04-06 17:44:06.492,GEDI027,Live Online,No,Art,Hybrid/Unclear,None,Full time student in South Korea,Female,I started university in 2020 or later.,Agree,Agree,Disagree,Strongly disagree,Strongly agree,Neutral,Agree,Agree,Neutral,Strongly disagree,Agree,Strongly disagree,Strongly agree,Disagree,Strongly disagree,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Disagree,Strongly Agree,Strongly disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,"Live Online , Pre-recorded lectures , Offline , Flipped course",Very true,Very true,Sometimes true,A little true,Very true,Very true,A little true,Not at all true,Neutral,Strongly Agree,Strongly Agree,Strongly disagree,Strongly Agree,Strongly disagree,Strongly disagree,Neutral
170,2022-04-06 17:55:47.144,BUS3049,Live Online,No,Business/economics related,Hybrid/Unclear,None,Full time student in South Korea,Male,I started university BEFORE 2020.,Neutral,Neutral,Disagree,Disagree,Agree,Neutral,Disagree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Neutral,Agree,Disagree,Agree,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Disagree,Neutral,Disagree,"Live Online , Pre-recorded lectures , Offline",Very true,A little true,Mostly true,A little true,Very true,A little true,Mostly true,Sometimes true,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Agree,Disagree,Disagree
171,2022-04-06 17:58:43.203,GBA2005,Live Online,No,Humanities,Hybrid/Unclear,None,Full time student in South Korea,Male,I started university in 2020 or later.,Neutral,Disagree,Disagree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Disagree,Neutral,Agree,Neutral,Agree,Disagree,Strongly Agree,Agree,Neutral,Disagree,Agree,Disagree,Neutral,Disagree,"Live Online , Pre-recorded lectures , Offline , Flipped course",Very true,A little true,Sometimes true,Not at all true,Very true,Very true,Very true,Not at all true,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Disagree,Agree
172,2022-04-06 19:07:08.143,GEDI009,Prerecorded lectures,No,Social Science,Hybrid/Unclear,None,Full time student in South Korea,Male,I started university in 2020 or later.,Agree,Strongly agree,Neutral,Neutral,Agree,Strongly agree,Strongly agree,Neutral,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Agree,Strongly agree,Strongly Agree,Agree,Neutral,Disagree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Disagree,Disagree,Agree,Neutral,Disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,"Live Online , Pre-recorded lectures , Offline , Flipped course",Very true,Not at all true,A little true,Not at all true,Very true,A little true,Very true,Sometimes true,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Strongly disagree,Strongly disagree,Neutral
173,2022-04-06 19:39:11.637,GEDG012,Live Online,No,Literature & Language,STEM,None,Full time student in South Korea,Female,I started university in 2020 or later.,Agree,Neutral,Disagree,Agree,Disagree,Neutral,Strongly agree,Agree,Agree,Strongly disagree,Strongly agree,Agree,Agree,Neutral,Neutral,Agree,Disagree,Agree,Strongly disagree,Agree,Strongly disagree,Disagree,Strongly Agree,Agree,Neutral,Agree,Strongly disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,"Live Online , Pre-recorded lectures , Offline , Flipped course",Very true,A little true,A little true,Not at all true,Very true,Very true,Not at all true,Not at all true,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly disagree,Strongly disagree,Neutral,Strongly disagree
174,2022-04-06 19:44:50.846,GEDI003,Prerecorded lectures,No,Literature & Language,Hybrid/Unclear,None,Full time student in South Korea,Female,I started university in 2020 or later.,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Neutral,Strongly disagree,Neutral,Strongly agree,Neutral,Strongly agree,Agree,Agree,Strongly disagree,Disagree,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly disagree,Neutral,Neutral,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly disagree,Strongly disagree,Agree,"Live Online , Pre-recorded lectures , Offline",Very true,Not at all true,Not at all true,Not at all true,Very true,A little true,A little true,Sometimes true,Strongly Agree,Agree,Agree,Disagree,Disagree,Neutral,Strongly disagree,Agree
175,2022-04-06 20:27:37.141,GEDG029,Live Online,Yes,Literature & Language,HASS,None,Full time student in South Korea,Male,I started university in 2020 or later.,Neutral,Disagree,Agree,Disagree,Agree,Strongly agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Neutral,Strongly disagree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,Disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,"Live Online , Pre-recorded lectures , Offline",Not at all true,Very true,Very true,Very true,Sometimes true,Not at all true,Very true,Very true,Strongly Agree,Agree,Strongly Agree,Neutral,Agree,Strongly disagree,Strongly disagree,Disagree
176,2022-04-06 22:29:56.321,UNKNOWN,Offline,Yes,Literature & Language,Hybrid/Unclear,None,Full time student in South Korea,Male,I started university BEFORE 2020.,Neutral,Neutral,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Neutral,Neutral,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Neutral,Disagree,Disagree,Disagree,Agree,Disagree,"Live Online , Pre-recorded lectures , Offline",Mostly true,Sometimes true,Sometimes true,Not at all true,Mostly true,Sometimes true,Not at all true,Not at all true,Neutral,Agree,Agree,Disagree,Neutral,Disagree,Disagree,Disagree
177,2022-04-06 22:57:45.179,UNKNOWN,Live Online,No,Literature & Language,HASS,Business/economics related,Full time student in South Korea,Female,I started university BEFORE 2020.,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Agree,Agree,Strongly agree,Neutral,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Neutral,Strongly disagree,Strongly disagree,Neutral,Neutral,Agree,Agree,Agree,Disagree,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,"Live Online , Pre-recorded lectures , Offline",Very true,Sometimes true,A little true,Not at all true,Very true,Sometimes true,A little true,Not at all true,Strongly Agree,Strongly Agree,Strongly Agree,Strongly disagree,Disagree,Disagree,Disagree,Strongly Agree
178,2022-04-06 23:15:24.209,UNKNOWN,Offline,Yes,Literature & Language,HASS,None,Full time student in South Korea,Female,I started university in 2020 or later.,Neutral,Neutral,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Neutral,Strongly disagree,Strongly disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Live Online,A little true,A little true,A little true,A little true,A little true,A little true,Sometimes true,Sometimes true,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
179,2022-04-06 23:24:14.416,CNT2005,Prerecorded lectures,Yes,Social Science,HASS,None,Full time student in South Korea,Female,I started university in 2020 or later.,Disagree,Strongly agree,Disagree,Agree,Agree,Neutral,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Disagree,Agree,Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Strongly disagree,Neutral,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Neutral,Agree,Strongly disagree,Strongly Agree,Strongly disagree,Disagree,Strongly disagree,"Live Online , Pre-recorded lectures , Offline , Flipped course",Very true,Not at all true,Mostly true,A little true,Very true,Sometimes true,Mostly true,Not at all true,Neutral,Agree,Strongly Agree,Strongly disagree,Strongly disagree,Strongly Agree,Strongly disagree,Strongly disagree
180,2022-04-06 23:30:15.729,BUS2013,Live Online,Yes,Mathematics/Statistics,Hybrid/Unclear,None,Full time student in South Korea,Female,I started university in 2020 or later.,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Disagree,Strongly disagree,Neutral,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Neutral,Strongly disagree,Strongly disagree,Disagree,"Live Online , Pre-recorded lectures , Offline , Flipped course",Very true,Mostly true,Sometimes true,A little true,Very true,Very true,Sometimes true,Sometimes true,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly disagree,Strongly Agree
181,2022-04-06 23:53:13.043,UNKNOWN,Live Online,No,Literature & Language,HASS,Social Science,Full time student in South Korea,Female,I started university in 2020 or later.,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Strongly agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Disagree,Neutral,Strongly disagree,Agree,Disagree,Agree,Neutral,Disagree,Strongly disagree,Strongly disagree,Neutral,Agree,Agree,Disagree,Neutral,Disagree,Disagree,Neutral,"Live Online , Pre-recorded lectures , Offline",Very true,A little true,Sometimes true,Not at all true,Mostly true,A little true,Mostly true,Not at all true,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Neutral,Agree,Agree
182,2022-04-07 00:48:49.237,EAM2046,Live Online,No,Physics/Chemistry/Biology/Natural Sciences,STEM,Physics/Chemistry/Biology/Natural Sciences,Full time student in South Korea,Female,I started university in 2020 or later.,Neutral,Agree,Disagree,Strongly disagree,Neutral,Agree,Agree,Disagree,Agree,Agree,Strongly disagree,Disagree,Agree,Strongly agree,Agree,Disagree,Neutral,Strongly Agree,Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Agree,"Live Online , Pre-recorded lectures , Offline",Very true,Sometimes true,A little true,Not at all true,Very true,Mostly true,A little true,Not at all true,Agree,Strongly Agree,Agree,Neutral,Agree,Strongly disagree,Agree,Strongly disagree
183,2022-04-07 06:57:51.375,ECO2004,Prerecorded lectures,No,Business/economics related,Hybrid/Unclear,Social Science,Full time student in South Korea,Female,I started university in 2020 or later.,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Agree,Strongly disagree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Strongly Agree,Strongly disagree,Strongly disagree,Disagree,"Live Online , Pre-recorded lectures , Offline , Flipped course",Very true,Not at all true,Not at all true,Not at all true,Very true,Mostly true,Not at all true,Not at all true,Strongly Agree,Strongly Agree,Strongly Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Agree
184,2022-04-07 08:11:40.998,GEDG012,Live Online,No,General,HASS,None,Full time student in South Korea,Female,I started university in 2020 or later.,Strongly agree,Strongly agree,Neutral,Neutral,Agree,Disagree,Disagree,Agree,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Neutral,Agree,Agree,Agree,Strongly disagree,Neutral,Agree,Agree,Neutral,Strongly Agree,Strongly disagree,Strongly disagree,Strongly disagree,"Live Online , Pre-recorded lectures , Offline , Flipped course",Very true,Very true,Very true,Not at all true,Very true,Very true,None,Not at all true,Agree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Neutral
185,2022-04-07 08:57:05.578,GBA2005,Live Online,No,Social Science,Hybrid/Unclear,None,Full time student in South Korea,Male,I started university BEFORE 2020.,Disagree,Disagree,Neutral,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Neutral,Neutral,Strongly disagree,Strongly disagree,"Live Online , Pre-recorded lectures , Offline , Flipped course",Very true,A little true,A little true,Not at all true,Very true,Mostly true,A little true,Not at all true,Disagree,Neutral,Strongly disagree,Agree,Neutral,Strongly Agree,Disagree,Strongly Agree
186,2022-04-07 09:06:40.353,GEDG012,Live Online,No,Social Science,Hybrid/Unclear,None,Full time student in South Korea,Male,I started university BEFORE 2020.,Neutral,Agree,Disagree,Agree,Agree,Neutral,Neutral,Neutral,Strongly agree,Neutral,Agree,Disagree,Neutral,Neutral,Disagree,Agree,Agree,Agree,Neutral,Agree,Neutral,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly disagree,Neutral,Disagree,Agree,Disagree,Disagree,"Live Online , Pre-recorded lectures",None,None,None,None,Mostly true,A little true,Not at all true,Not at all true,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree
